customer_id,segment_name,recency_days,frequency,monetary_value,return_rate,support_ticket_count,sessions_30d,product_views_30d,campaign_clicks_30d,average_discount_used
CUST00299,Discount Sensitive,343,4,1542.4515000000001,0.25,2.0,0,0,0,0.4175
CUST00300,Discount Sensitive,-13,5,1659.0611999999999,0.0,0.0,5,30,0,0.376
CUST00301,Loyal Customers,-34,9,6809.896299999999,0.0,3.0,7,26,0,0.17888888888888888
CUST00302,Discount Sensitive,148,4,1614.2709,0.25,3.0,4,12,2,0.3975
CUST00303,Loyal Customers,-46,8,4258.7937,0.125,2.0,6,31,1,0.22625
CUST00304,Loyal Customers,87,3,2103.912,0.0,1.0,4,19,3,0.23666666666666666
CUST00305,Dormant and At Risk,166,1,430.58790000000005,0.0,0.0,6,23,0,0.19
CUST00306,Loyal Customers,-14,6,4599.4949,0.16666666666666666,2.0,2,10,2,0.21333333333333335
CUST00307,Discount Sensitive,32,3,1308.572,0.3333333333333333,1.0,0,0,0,0.42333333333333334
CUST00308,Dormant and At Risk,-18,3,1883.2582,0.0,0.0,7,33,1,0.25333333333333335
CUST00309,Discount Sensitive,8,3,1688.7646,0.0,0.0,13,43,1,0.3666666666666667
CUST00310,Dormant and At Risk,-39,2,857.1328000000001,0.5,1.0,5,30,0,0.24000000000000002
CUST00311,Dormant and At Risk,48,1,1203.138,0.0,0.0,4,12,0,0.1
CUST00312,Dormant and At Risk,64,1,389.016,0.0,0.0,9,31,0,0.2
CUST00313,Dormant and At Risk,162,1,515.7458999999999,0.0,1.0,16,54,0,0.33
CUST00314,Dormant and At Risk,16,1,398.2958,0.0,0.0,0,0,0,0.29
CUST00315,Loyal Customers,-56,12,7619.6185000000005,0.0,2.0,11,43,4,0.32
CUST00316,Discount Sensitive,97,2,749.8983999999999,0.5,1.0,1,6,2,0.32
CUST00317,Dormant and At Risk,100,1,1096.1244000000002,0.0,0.0,8,43,0,0.19
CUST00318,Champions,-5,6,5161.0068,0.0,1.0,2,7,0,0.24333333333333332
CUST00319,Discount Sensitive,147,6,1765.5866,0.0,0.0,0,0,0,0.32666666666666666
CUST00320,Loyal Customers,-11,8,3525.6915,0.0,1.0,10,27,1,0.31
CUST00321,Discount Sensitive,116,6,2116.6958,0.0,2.0,1,5,2,0.3133333333333333
CUST00322,Loyal Customers,-15,6,2336.2422,0.0,0.0,5,19,0,0.4033333333333333
CUST00323,Champions,-34,9,5028.5942000000005,0.0,0.0,6,19,0,0.3333333333333333
CUST00324,Dormant and At Risk,274,4,5104.6736,0.25,2.0,0,0,0,0.1925
CUST00325,Loyal Customers,-58,4,3213.9878999999996,0.0,0.0,6,22,1,0.2725
CUST00326,Dormant and At Risk,124,3,1386.5575,0.0,1.0,7,26,3,0.23666666666666666
CUST00327,Discount Sensitive,2,3,754.0558000000001,0.0,0.0,7,30,1,0.3133333333333333
CUST00328,Dormant and At Risk,322,1,252.74239999999998,0.0,0.0,2,7,0,0.32
CUST00329,Dormant and At Risk,-53,4,1782.0775,0.0,0.0,1,4,0,0.16
CUST00330,Discount Sensitive,-35,4,1129.3561,0.0,1.0,1,5,0,0.33
CUST00331,Discount Sensitive,151,5,2108.8887,0.2,2.0,1,6,0,0.422
CUST00332,Loyal Customers,-42,4,3688.4817000000003,0.25,2.0,0,0,0,0.27
CUST00333,Dormant and At Risk,-31,2,1033.9776,0.0,0.0,3,14,0,0.2
CUST00334,Discount Sensitive,85,3,1366.5115,0.3333333333333333,1.0,2,6,0,0.35666666666666663
CUST00335,Discount Sensitive,-43,4,1790.2742,0.25,2.0,7,40,1,0.345
CUST00336,Loyal Customers,-56,7,3166.2577,0.0,0.0,5,16,0,0.21428571428571427
CUST00337,Discount Sensitive,7,2,1199.399,0.0,1.0,2,11,0,0.385
CUST00338,Dormant and At Risk,-42,2,1048.3246,0.5,1.0,6,31,0,0.21500000000000002
CUST00339,Loyal Customers,-33,5,2051.5348000000004,0.2,1.0,13,36,0,0.31
CUST00340,Champions,-14,10,5694.3945,0.1,1.0,8,36,1,0.182
CUST00341,Discount Sensitive,-37,2,752.6148000000001,0.0,0.0,11,33,0,0.385
CUST00342,Loyal Customers,-60,4,2038.8459,0.0,1.0,9,42,0,0.3675
CUST00343,Loyal Customers,-9,6,2158.7591,0.0,0.0,7,39,1,0.24333333333333332
CUST00344,High Value but Unhappy,-28,6,4119.966,0.0,4.0,5,15,0,0.17166666666666666
CUST00345,Champions,-16,6,5487.8433,0.0,1.0,15,71,0,0.145
CUST00346,Loyal Customers,-1,12,8043.559899999999,0.16666666666666666,2.0,13,69,1,0.25333333333333335
CUST00347,Discount Sensitive,184,4,2178.5113,0.0,1.0,8,44,1,0.3825
CUST00348,Loyal Customers,-18,4,2214.5355,0.0,0.0,14,49,2,0.275
CUST00349,Loyal Customers,-46,6,4833.461499999999,0.16666666666666666,0.0,2,11,0,0.21
CUST00350,Dormant and At Risk,-60,3,1935.9975,0.0,0.0,18,46,0,0.09000000000000001
CUST00351,Loyal Customers,-47,8,7014.7823,0.125,3.0,4,14,0,0.21
CUST00352,Discount Sensitive,-38,3,1719.9497999999999,0.3333333333333333,0.0,13,42,1,0.3
CUST00353,Dormant and At Risk,118,4,1320.4470000000001,0.0,1.0,4,22,1,0.25
CUST00354,Loyal Customers,-36,6,2764.1536,0.0,1.0,4,24,1,0.20833333333333334
CUST00355,Dormant and At Risk,171,4,2987.5656,0.0,2.0,4,14,2,0.1175
CUST00356,Loyal Customers,-39,6,2396.4945,0.0,2.0,10,44,1,0.26166666666666666
CUST00357,Dormant and At Risk,42,1,364.33649999999994,0.0,1.0,9,53,1,0.29
CUST00358,Discount Sensitive,101,2,1016.8615,0.0,1.0,4,17,0,0.33499999999999996
CUST00359,Champions,-31,9,5191.84,0.1111111111111111,0.0,0,0,0,0.2688888888888889
CUST00360,Champions,-28,8,7557.2477,0.0,0.0,1,6,0,0.17375
CUST00361,Dormant and At Risk,169,1,317.71520000000004,1.0,1.0,3,13,1,0.12
CUST00362,Loyal Customers,-48,6,2244.4754000000003,0.16666666666666666,1.0,12,66,0,0.29333333333333333
CUST00363,Dormant and At Risk,-27,3,1311.5212000000001,0.3333333333333333,1.0,2,11,0,0.26
CUST00364,Dormant and At Risk,359,3,1573.8706,0.0,2.0,0,0,0,0.24666666666666667
CUST00365,Dormant and At Risk,158,1,801.8974,0.0,0.0,7,31,0,0.21
CUST00366,Champions,-23,6,5261.3865,0.0,1.0,2,6,0,0.21166666666666667
CUST00367,Dormant and At Risk,212,1,760.9365999999999,0.0,0.0,1,3,1,0.14
CUST00368,Dormant and At Risk,55,1,261.6075,1.0,1.0,7,32,0,0.25
CUST00369,Dormant and At Risk,71,3,1707.3280999999997,0.0,0.0,7,23,1,0.25333333333333335
CUST00370,Dormant and At Risk,172,1,262.24120000000005,0.0,0.0,8,25,1,0.42
CUST00371,Dormant and At Risk,124,3,2196.6782000000003,0.0,1.0,4,15,0,0.16666666666666666
CUST00372,Discount Sensitive,-59,3,896.6945,0.0,1.0,2,11,0,0.33
CUST00373,Discount Sensitive,73,2,1172.2008,0.0,0.0,9,37,1,0.3
CUST00374,Discount Sensitive,219,2,550.7424,0.0,1.0,0,0,3,0.345
CUST00375,Loyal Customers,85,6,2423.2118,0.0,1.0,2,7,0,0.32833333333333337
CUST00376,Loyal Customers,45,8,4322.457,0.0,0.0,5,25,0,0.2675
CUST00377,Dormant and At Risk,80,4,1690.2964,0.0,0.0,10,41,0,0.2625
CUST00378,Dormant and At Risk,99,1,1151.8472,0.0,0.0,4,10,0,0.29
CUST00379,Dormant and At Risk,75,2,867.5013000000001,0.0,0.0,2,11,0,0.16
CUST00380,Loyal Customers,-33,7,2537.5701,0.0,1.0,8,25,0,0.3885714285714286
CUST00381,Dormant and At Risk,182,1,430.4592,0.0,1.0,2,7,0,0.28
CUST00382,Dormant and At Risk,-18,3,1459.6936,0.0,0.0,6,16,0,0.09000000000000001
CUST00383,Loyal Customers,-54,7,4724.2564,0.14285714285714285,3.0,14,59,1,0.19714285714285715
CUST00384,Dormant and At Risk,-37,3,1154.3567,0.0,0.0,0,0,0,0.21
CUST00385,Loyal Customers,-53,9,4952.1059,0.0,3.0,6,29,1,0.29666666666666663
CUST00386,Loyal Customers,-27,7,4223.1179,0.0,1.0,13,64,2,0.23857142857142857
CUST00387,Loyal Customers,-60,3,3011.8458999999993,0.3333333333333333,0.0,1,6,0,0.18666666666666668
CUST00388,Discount Sensitive,37,5,1730.3589,0.0,1.0,6,16,3,0.328
CUST00389,Loyal Customers,-60,12,5964.0752999999995,0.0,3.0,11,50,2,0.3025
CUST00390,Discount Sensitive,54,2,1066.0676999999998,0.0,1.0,4,15,1,0.35
CUST00391,Loyal Customers,-11,4,2535.4512000000004,0.0,0.0,4,15,0,0.25
CUST00392,Dormant and At Risk,133,7,3878.5886,0.0,0.0,4,17,1,0.2785714285714286
CUST00393,Loyal Customers,-58,3,2400.685,0.0,1.0,5,28,1,0.22
CUST00394,Dormant and At Risk,-11,2,913.6101,0.0,1.0,12,44,0,0.22999999999999998
CUST00395,Discount Sensitive,-53,4,1631.533,0.0,1.0,12,62,0,0.305
CUST00396,Loyal Customers,-14,6,2762.754,0.0,1.0,10,37,2,0.225
CUST00397,High Value but Unhappy,79,11,7581.470899999999,0.0,4.0,3,13,2,0.21545454545454545
CUST00398,Loyal Customers,-31,5,2488.1629,0.0,1.0,11,37,0,0.29
CUST00399,Discount Sensitive,262,4,1860.051,0.0,0.0,3,17,0,0.3025
CUST00400,Discount Sensitive,-26,2,883.9515000000001,0.0,0.0,9,27,0,0.505
CUST00401,Dormant and At Risk,-53,2,858.4691,0.0,1.0,2,10,0,0.225
CUST00402,Discount Sensitive,132,3,849.5573999999999,0.0,1.0,1,5,1,0.36000000000000004
CUST00403,Loyal Customers,-32,3,2148.3089,0.0,0.0,15,64,1,0.19000000000000003
CUST00404,Dormant and At Risk,193,6,3844.7448,0.0,2.0,1,6,1,0.20666666666666667
CUST00405,Dormant and At Risk,2,1,141.015,1.0,1.0,4,20,0,0.5
CUST00406,Discount Sensitive,-38,4,980.1721999999999,0.0,1.0,10,34,0,0.325
CUST00407,Dormant and At Risk,-44,2,1698.5029,0.0,0.0,0,0,0,0.265
CUST00408,High Value but Unhappy,-7,8,3767.9112,0.125,4.0,0,0,1,0.24125
CUST00409,Loyal Customers,58,7,3919.6918,0.42857142857142855,3.0,11,31,1,0.2671428571428572
CUST00410,Dormant and At Risk,-10,3,1504.3955,0.0,1.0,16,43,0,0.25666666666666665
CUST00411,Dormant and At Risk,253,1,1475.6784,0.0,0.0,1,5,0,0.16
CUST00412,Dormant and At Risk,529,1,1427.0495999999998,0.0,0.0,0,0,0,0.04
CUST00413,Discount Sensitive,-33,4,1696.7666000000002,0.25,2.0,16,59,0,0.395
CUST00414,Dormant and At Risk,3,1,211.77919999999997,1.0,1.0,5,30,1,0.32
CUST00415,Dormant and At Risk,120,2,1708.7007,0.0,1.0,1,3,2,0.255
CUST00416,Dormant and At Risk,-1,3,1331.9622,0.0,1.0,4,12,0,0.26666666666666666
CUST00417,Dormant and At Risk,151,4,2035.1486,0.0,0.0,0,0,1,0.2525
CUST00418,Loyal Customers,-13,3,2030.2451999999998,0.0,1.0,8,36,2,0.17333333333333334
CUST00419,Discount Sensitive,98,2,1258.1390000000001,0.0,0.0,12,50,1,0.30000000000000004
CUST00420,Loyal Customers,-13,5,3893.8555,0.0,1.0,14,82,0,0.178
CUST00421,Loyal Customers,-14,8,4622.7914,0.125,2.0,4,18,0,0.265
CUST00422,Dormant and At Risk,125,2,798.6732,0.0,0.0,7,40,0,0.25
CUST00423,Dormant and At Risk,135,3,1905.0423,0.0,0.0,1,5,0,0.21666666666666667
CUST00424,Dormant and At Risk,113,2,1027.3375999999998,0.0,1.0,5,24,1,0.21000000000000002
CUST00425,Loyal Customers,-57,5,2712.4147,0.0,0.0,12,46,2,0.248
CUST00426,Dormant and At Risk,77,2,1226.88,0.0,0.0,8,46,0,0.175
CUST00427,Discount Sensitive,1,2,198.47159999999997,0.5,1.0,4,12,0,0.41500000000000004
CUST00428,Loyal Customers,-59,8,3786.2717,0.0,1.0,1,5,0,0.2925
CUST00429,Dormant and At Risk,-47,3,1077.091,0.0,1.0,13,76,2,0.2333333333333333
CUST00430,Loyal Customers,-42,4,2044.0233000000003,0.0,0.0,0,0,0,0.2675
CUST00431,Discount Sensitive,154,2,527.8022,0.0,0.0,1,3,1,0.435
CUST00432,Dormant and At Risk,112,4,4042.9438,0.0,0.0,9,30,0,0.2425
CUST00433,High Value but Unhappy,-8,7,3828.429,0.14285714285714285,4.0,10,59,0,0.30428571428571427
CUST00434,Dormant and At Risk,-27,3,1282.4455,0.0,0.0,2,8,1,0.2866666666666667
CUST00435,Dormant and At Risk,200,3,1259.534,0.3333333333333333,1.0,1,3,1,0.27
CUST00436,Loyal Customers,-52,5,4906.639799999999,0.0,0.0,2,8,0,0.168
CUST00437,Dormant and At Risk,-12,3,1578.768,0.0,0.0,0,0,0,0.22999999999999998
CUST00438,Loyal Customers,64,3,2011.5738,1.0,3.0,6,22,2,0.16
CUST00439,Discount Sensitive,119,3,1356.2192,0.3333333333333333,1.0,7,18,0,0.33666666666666667
CUST00440,Dormant and At Risk,64,1,143.01319999999998,0.0,1.0,5,16,0,0.56
CUST00441,Dormant and At Risk,211,1,597.8692,0.0,1.0,1,5,0,0.24
CUST00442,Loyal Customers,69,8,3384.3672,0.0,1.0,2,8,0,0.36
CUST00443,Dormant and At Risk,265,3,1307.8044999999997,0.0,0.0,2,8,0,0.25
CUST00444,Dormant and At Risk,232,1,421.88040000000007,0.0,0.0,1,4,1,0.19
CUST00445,Discount Sensitive,-1,2,1231.2336,0.0,0.0,4,11,1,0.375
CUST00446,Dormant and At Risk,26,1,349.1771999999999,0.0,0.0,9,48,0,0.33
CUST00447,Loyal Customers,-53,8,2417.6849,0.125,2.0,6,16,1,0.36375
CUST00448,High Value but Unhappy,136,5,3375.8242999999998,0.4,3.0,11,31,3,0.202
CUST00449,Discount Sensitive,209,2,406.41279999999995,0.0,0.0,1,5,0,0.38
CUST00450,Dormant and At Risk,-4,2,1122.1245999999999,0.0,0.0,5,27,0,0.155
CUST00451,Loyal Customers,-1,5,3557.0463,0.2,2.0,3,16,0,0.162
CUST00452,Discount Sensitive,256,6,1267.4921,0.0,1.0,2,10,0,0.38999999999999996
CUST00453,Loyal Customers,-8,5,2572.6436,0.0,1.0,1,4,0,0.308
CUST00454,Loyal Customers,-55,7,4436.8765,0.0,2.0,17,99,1,0.1685714285714286
CUST00455,Discount Sensitive,273,3,991.5011999999999,0.0,1.0,0,0,0,0.43
CUST00456,Dormant and At Risk,147,4,3004.8892,0.0,1.0,0,0,1,0.1575
CUST00457,Dormant and At Risk,321,2,1169.9438,0.0,0.0,1,3,0,0.15000000000000002
CUST00458,Discount Sensitive,-21,3,1182.6329999999998,0.0,0.0,4,12,0,0.3566666666666667
CUST00459,Dormant and At Risk,237,3,2592.9579,0.3333333333333333,2.0,5,18,0,0.18000000000000002
CUST00460,Champions,-13,12,7431.4457999999995,0.08333333333333333,1.0,8,39,1,0.27416666666666667
CUST00461,Discount Sensitive,194,4,1104.3744,0.0,0.0,3,10,1,0.305
CUST00462,Discount Sensitive,35,3,1824.9658,0.0,1.0,2,8,0,0.3566666666666667
CUST00463,Champions,-51,7,5567.86,0.0,0.0,0,0,0,0.25285714285714284
CUST00464,High Value but Unhappy,106,10,4097.9115,0.1,3.0,6,17,1,0.34500000000000003
CUST00465,Dormant and At Risk,177,1,818.2062,0.0,0.0,3,13,1,0.37
CUST00466,Loyal Customers,-43,12,4476.95,0.08333333333333333,2.0,9,39,2,0.31083333333333335
CUST00467,Discount Sensitive,-55,3,1076.3684,0.0,0.0,7,19,1,0.3333333333333333
CUST00468,Discount Sensitive,198,2,725.7948000000001,0.5,1.0,1,3,1,0.385
CUST00469,Discount Sensitive,-60,4,1781.6621,0.0,0.0,8,48,0,0.39
CUST00470,Discount Sensitive,166,5,2405.0848,0.0,2.0,1,6,0,0.362
CUST00471,Dormant and At Risk,126,1,156.68730000000002,0.0,0.0,5,29,0,0.49
CUST00472,Loyal Customers,-35,5,4269.2287,0.0,0.0,0,0,0,0.146
CUST00473,Dormant and At Risk,121,6,2674.5969,0.16666666666666666,2.0,0,0,0,0.24166666666666667
CUST00474,Dormant and At Risk,-60,4,1721.2957,0.25,1.0,5,18,0,0.265
CUST00475,Champions,-53,10,6161.6506,0.0,0.0,2,8,0,0.211
CUST00476,High Value but Unhappy,140,7,4110.9376,0.14285714285714285,3.0,6,28,0,0.38285714285714284
CUST00477,Discount Sensitive,-1,5,1891.8755999999998,0.0,0.0,2,8,1,0.462
CUST00478,Discount Sensitive,-18,4,1330.0868,0.0,0.0,8,35,1,0.32499999999999996
CUST00479,Dormant and At Risk,269,1,233.11819999999997,0.0,1.0,5,20,0,0.27
CUST00480,Dormant and At Risk,148,7,3555.1482,0.0,0.0,2,6,0,0.19285714285714287
CUST00481,Dormant and At Risk,-7,4,1456.6203,0.0,0.0,10,53,1,0.2
CUST00482,Loyal Customers,-49,6,2258.7636,0.16666666666666666,0.0,15,66,1,0.3233333333333333
CUST00483,Loyal Customers,-26,8,4151.3867,0.125,1.0,3,10,0,0.24375
CUST00484,Loyal Customers,-2,6,4912.6517,0.3333333333333333,3.0,9,36,0,0.17666666666666667
CUST00485,Discount Sensitive,228,5,1851.4257000000002,0.0,2.0,1,4,1,0.426
CUST00486,Dormant and At Risk,-18,2,1428.134,0.0,0.0,10,28,0,0.195
CUST00487,Discount Sensitive,-38,8,1818.956,0.125,6.0,2,10,0,0.4475
CUST00488,Dormant and At Risk,217,4,1870.8223,0.0,0.0,8,43,1,0.27
CUST00489,Dormant and At Risk,210,1,606.9672,0.0,0.0,10,52,0,0.37
CUST00490,Dormant and At Risk,-27,2,1622.6897999999999,0.5,1.0,8,45,1,0.19
CUST00491,Dormant and At Risk,-35,3,1364.308,0.3333333333333333,1.0,10,40,1,0.23666666666666666
CUST00492,Loyal Customers,-10,7,4605.0553,0.14285714285714285,1.0,0,0,0,0.3271428571428571
CUST00493,Dormant and At Risk,108,2,1171.099,0.5,1.0,10,41,3,0.28500000000000003
CUST00494,Loyal Customers,-45,3,2565.8477000000003,0.0,0.0,6,19,0,0.15
CUST00495,Discount Sensitive,-20,3,1916.2262,0.0,0.0,4,12,0,0.33
CUST00496,Loyal Customers,-7,3,2014.9774000000002,0.0,0.0,4,20,0,0.27666666666666667
CUST00497,Dormant and At Risk,159,1,1483.1732,0.0,0.0,1,5,2,0.14
CUST00498,Loyal Customers,-11,4,2253.4601,0.0,0.0,3,17,0,0.1875
CUST00499,Loyal Customers,-34,4,3112.4316,0.0,1.0,1,6,0,0.1225
CUST00500,Loyal Customers,-27,4,2925.3138,0.0,0.0,10,51,1,0.2225
CUST00501,Loyal Customers,-34,5,3108.4386000000004,0.0,1.0,4,10,0,0.19
CUST00502,Discount Sensitive,-51,4,1261.468,0.0,0.0,13,50,0,0.4725
CUST00503,Loyal Customers,-32,8,4273.2997,0.125,3.0,4,11,0,0.27
CUST00504,Loyal Customers,-50,3,2493.9593000000004,0.0,0.0,9,31,2,0.19333333333333336
CUST00505,Dormant and At Risk,-57,2,1116.195,0.0,0.0,9,41,1,0.26
CUST00506,High Value but Unhappy,-46,10,6596.3786,0.0,4.0,0,0,1,0.25
CUST00507,Discount Sensitive,120,2,2245.5912,0.0,0.0,1,5,0,0.36
CUST00508,Dormant and At Risk,-23,2,1218.6522,0.5,0.0,6,26,0,0.24
CUST00509,Discount Sensitive,-37,2,774.7739000000001,0.0,0.0,9,54,1,0.355
CUST00510,Dormant and At Risk,162,4,2641.9539999999997,0.25,1.0,4,22,1,0.27249999999999996
CUST00511,Loyal Customers,-57,7,3269.2597,0.14285714285714285,1.0,18,64,0,0.2557142857142857
CUST00512,Dormant and At Risk,16,4,1980.8948,0.0,1.0,6,16,0,0.2025
CUST00513,Loyal Customers,-30,10,5987.51,0.0,3.0,6,15,0,0.22200000000000003
CUST00514,Dormant and At Risk,93,1,1350.04,0.0,0.0,11,55,4,0.2
CUST00515,Loyal Customers,-32,4,2000.1973,0.25,1.0,2,8,0,0.2225
CUST00516,Dormant and At Risk,27,1,505.1079000000001,0.0,0.0,9,52,2,0.19
CUST00517,Loyal Customers,-49,7,3575.9252,0.0,2.0,2,11,3,0.26571428571428574
CUST00518,Dormant and At Risk,-26,2,756.6428999999999,0.0,0.0,5,21,0,0.11499999999999999
CUST00519,Dormant and At Risk,-35,2,613.6776,0.0,0.0,0,0,0,0.255
CUST00520,Loyal Customers,-34,8,4040.9024,0.0,0.0,2,11,2,0.23125
CUST00521,Loyal Customers,-6,8,2647.8768,0.0,1.0,5,18,3,0.34125
CUST00522,Dormant and At Risk,462,1,1350.576,0.0,0.0,1,6,2,0.2
CUST00523,Discount Sensitive,-8,4,1977.5275,0.0,1.0,7,35,0,0.4025
CUST00524,Loyal Customers,11,10,5253.302299999999,0.1,2.0,10,29,1,0.282
CUST00525,Dormant and At Risk,220,4,1456.6915,0.0,0.0,1,4,0,0.24
CUST00526,Discount Sensitive,-56,2,918.9278,0.5,0.0,6,15,0,0.41000000000000003
CUST00527,Champions,-27,8,5179.6578,0.0,0.0,1,5,0,0.26375000000000004
CUST00528,Discount Sensitive,-18,2,758.72,0.0,0.0,12,43,0,0.35
CUST00529,Dormant and At Risk,-18,2,1776.5179000000003,0.0,1.0,11,51,2,0.22499999999999998
CUST00530,Loyal Customers,-29,5,2698.7379,0.0,0.0,2,10,0,0.23600000000000004
CUST00531,Discount Sensitive,43,2,347.1443,0.0,1.0,1,4,0,0.48
CUST00532,Discount Sensitive,118,4,3154.6242999999995,0.0,1.0,1,3,0,0.3675
CUST00533,Discount Sensitive,-49,3,1561.603,0.0,1.0,9,29,0,0.3333333333333333
CUST00534,Loyal Customers,74,5,2402.3224,0.0,1.0,4,23,0,0.23200000000000004
CUST00535,Discount Sensitive,138,5,3663.7278,0.0,0.0,5,13,1,0.32
CUST00536,Loyal Customers,-55,5,3897.5047999999997,0.0,0.0,14,37,1,0.21799999999999997
CUST00537,Loyal Customers,-49,4,2889.59,0.0,0.0,4,21,0,0.2025
CUST00538,Champions,-53,9,6539.3557,0.0,0.0,5,18,2,0.1311111111111111
CUST00539,Loyal Customers,-13,9,7340.339100000001,0.0,3.0,1,3,1,0.20222222222222222
CUST00540,Loyal Customers,-26,8,4226.272199999999,0.0,3.0,3,13,0,0.31125
CUST00541,Loyal Customers,-31,7,3339.1258,0.0,1.0,1,5,2,0.32285714285714284
CUST00542,Dormant and At Risk,-52,4,1933.5306999999998,0.0,0.0,1,4,1,0.23249999999999998
CUST00543,Dormant and At Risk,197,4,1754.1970000000001,0.0,0.0,2,8,2,0.26
CUST00544,Dormant and At Risk,85,2,1674.0565000000001,0.0,0.0,6,15,0,0.215
CUST00545,Discount Sensitive,-40,2,599.6445,0.0,1.0,9,42,2,0.35
CUST00546,Loyal Customers,-41,4,2355.5742,0.0,0.0,12,34,1,0.285
CUST00547,Dormant and At Risk,-1,2,1261.0232,1.0,1.0,6,22,0,0.28
CUST00548,Loyal Customers,-17,3,2367.5658000000003,0.0,0.0,6,30,0,0.2366666666666667
CUST00549,Discount Sensitive,132,2,665.5513,0.0,1.0,1,3,1,0.35
CUST00550,Dormant and At Risk,-57,3,1823.2798,0.0,0.0,0,0,0,0.25
CUST00551,Dormant and At Risk,-29,4,1708.0716,0.0,0.0,10,48,2,0.21999999999999997
CUST00552,Loyal Customers,-27,3,2015.9765,0.0,0.0,12,63,1,0.17333333333333334
CUST00553,Discount Sensitive,293,4,2160.664,0.0,0.0,2,6,0,0.31
CUST00554,Loyal Customers,-58,6,3286.9102000000003,0.0,0.0,10,48,0,0.28833333333333333
CUST00555,Loyal Customers,-42,6,3996.0985,0.0,2.0,3,11,1,0.19166666666666665
CUST00556,Dormant and At Risk,26,1,702.12,0.0,1.0,1,5,0,0.25
CUST00557,Loyal Customers,-34,7,4202.097,0.0,1.0,17,67,1,0.20857142857142857
CUST00558,Dormant and At Risk,399,2,495.2849,0.0,0.0,1,5,0,0.255
CUST00559,Dormant and At Risk,-45,3,1350.7530000000002,0.0,0.0,2,9,1,0.24666666666666667
CUST00560,Dormant and At Risk,231,1,737.8345,0.0,0.0,1,4,0,0.35
CUST00561,Dormant and At Risk,-46,3,1922.3876,0.0,1.0,16,85,0,0.21
CUST00562,Discount Sensitive,259,2,541.5917999999999,0.5,2.0,1,3,1,0.4
CUST00563,Discount Sensitive,105,2,619.9967,0.0,0.0,1,3,0,0.305
CUST00564,Discount Sensitive,130,8,2919.26,0.0,3.0,10,57,0,0.365
CUST00565,Dormant and At Risk,-59,2,945.4859,0.0,0.0,10,48,2,0.125
CUST00566,Dormant and At Risk,-58,3,1376.9337,0.0,0.0,25,91,0,0.26333333333333336
CUST00567,Loyal Customers,-26,10,4456.5857000000005,0.0,1.0,9,29,0,0.307
CUST00568,Dormant and At Risk,34,1,298.9144,0.0,0.0,3,17,0,0.38
CUST00569,Discount Sensitive,-47,3,579.4148,0.0,0.0,7,22,3,0.39333333333333337
CUST00570,Dormant and At Risk,168,3,1927.7170999999998,0.3333333333333333,1.0,0,0,1,0.24666666666666667
CUST00571,Discount Sensitive,-39,3,1360.484,0.3333333333333333,1.0,5,29,0,0.31
CUST00572,Loyal Customers,51,6,2371.6997,0.0,0.0,8,34,0,0.2816666666666667
CUST00573,Discount Sensitive,125,5,1854.5230000000001,0.0,1.0,0,0,0,0.372
CUST00574,Champions,-59,9,5582.9431,0.1111111111111111,1.0,14,49,1,0.22777777777777775
CUST00575,Dormant and At Risk,83,1,384.104,0.0,1.0,6,23,1,0.3
CUST00576,Discount Sensitive,46,2,535.0558,0.0,0.0,15,68,1,0.33499999999999996
CUST00577,Loyal Customers,-37,7,4146.818,0.0,1.0,7,40,2,0.21142857142857144
CUST00578,Dormant and At Risk,376,2,2785.2731,0.0,0.0,2,12,2,0.095
CUST00579,Dormant and At Risk,10,1,184.0248,0.0,0.0,1,3,0,0.39
CUST00580,Dormant and At Risk,-33,2,951.7948,0.0,0.0,4,23,1,0.1
CUST00581,Dormant and At Risk,76,2,1245.1424,0.0,0.0,0,0,0,0.185
CUST00582,Dormant and At Risk,286,1,227.39480000000003,0.0,1.0,2,9,2,0.42
CUST00583,Dormant and At Risk,263,4,2946.2219999999998,0.0,1.0,2,7,0,0.1325
CUST00584,Dormant and At Risk,83,1,413.73499999999996,0.0,0.0,9,36,0,0.3
CUST00585,Loyal Customers,-29,9,4155.6892,0.0,2.0,15,45,2,0.31555555555555553
CUST00586,Dormant and At Risk,128,4,1418.0268,0.0,2.0,1,5,0,0.27
CUST00587,Discount Sensitive,-55,2,550.467,0.5,0.0,10,47,0,0.37
CUST00588,Dormant and At Risk,-5,2,871.2477,0.0,0.0,6,32,0,0.13
CUST00589,Loyal Customers,71,5,3076.3312,0.0,1.0,4,19,1,0.262
CUST00590,Dormant and At Risk,140,3,2880.7785,0.0,2.0,7,33,3,0.24333333333333332
CUST00591,Discount Sensitive,69,2,1132.7945,0.0,1.0,2,8,4,0.36
CUST00592,Discount Sensitive,20,2,636.9744000000001,0.0,0.0,3,8,0,0.41500000000000004
CUST00593,Loyal Customers,-46,6,3136.4597999999996,0.0,1.0,9,33,0,0.27
CUST00594,Dormant and At Risk,91,1,224.39,0.0,0.0,0,0,0,0.5
CUST00595,Loyal Customers,-9,6,2329.455,0.0,0.0,9,23,0,0.3183333333333333
CUST00596,Loyal Customers,50,4,2004.288,0.0,3.0,13,62,1,0.32499999999999996
CUST00597,Loyal Customers,52,4,2034.5291,0.0,2.0,0,0,0,0.345
